party,timestamp,amount,counterparty,communication
A199,2024-01-21 22:20:50,610.78,A268,6879374160
922,2024-02-27 23:00:12,5021.51,529,payback
A318,2024-01-05 22:42:07,6775.67,150,/A/
A230,2023-10-01 12:31:49,9492.6,177,/A/
A99,2023-10-07 19:33:52,9721.68,A65,0616329451
A285,2024-05-22 00:38:44,871.19,A204,8548709986
A77,2023-05-30 09:41:27,1126.08,A76,9991191485
A136,2023-07-21 04:21:58,8779.06,392,/C/
A312,2023-02-17 18:02:07,4856.36,484,/A/
A207,2024-01-31 13:39:17,1722.83,147,/C/
710,2022-08-08 22:40:02,6086.94,411,rent
A170,2023-02-02 12:27:28,3958.53,A354,3074505444
A357,2023-06-25 02:59:30,8428.62,A351,1324754691
A109,2022-07-25 18:26:59,1880.17,A209,7850821486
A269,2024-02-16 07:47:56,1357.36,A292,0233030705
A141,2023-10-20 17:15:27,7046.63,377,/B/
A326,2023-05-23 17:00:00,5051.76,A64,0357972798
A84,2023-07-19 05:27:48,3498.25,A133,1406029333
A138,2022-12-15 04:06:03,6777.27,A334,6800722903
824,2023-08-21 00:32:44,2524.65,965,bonus
A364,2023-07-26 19:37:50,7127.69,658,/B/
385,2023-02-10 12:50:20,4238.64,872,bonus
A112,2023-10-01 17:41:11,4590.52,A239,4896910858
A312,2024-02-12 07:25:52,6473.77,289,/B/
493,2023-12-09 22:02:36,6844.45,65,bonus
A328,2024-01-24 09:00:45,9883.62,332,/B/
A365,2023-08-27 17:59:54,2612.21,975,/C/
A77,2023-05-24 06:37:19,2988.61,529,/A/
824,2023-10-16 09:31:06,8996.97,877,payback
A164,2023-04-06 10:44:15,4041.58,697,/A/
A336,2023-10-20 14:17:27,7213.11,509,/B/
A215,2024-01-24 14:16:43,2595.0,A208,6099353875
A88,2023-04-28 09:05:25,5073.64,860,/C/
A93,2023-02-04 22:49:12,8765.07,A151,1724825135
A158,2023-11-19 20:18:29,2234.06,430,/B/
A300,2023-01-21 13:33:20,3717.45,301,/B/
A241,2023-05-01 16:07:25,8512.29,A28,9991738168
A28,2022-11-04 17:59:51,2984.26,891,/A/
205,2023-05-18 23:02:47,1374.52,350,savings
914,2023-05-28 08:49:04,9871.93,928,savings
A367,2022-08-15 08:44:06,1433.1,A93,1752500743
A87,2023-03-07 02:14:11,7612.17,590,/A/
A391,2024-04-14 01:09:24,4896.28,798,/A/
444,2022-08-03 10:37:22,1294.93,648,savings
988,2023-03-20 17:57:04,4034.53,488,savings
546,2022-12-15 11:27:18,47.69,204,fries
A8,2023-07-17 17:26:04,3731.64,913,/B/
A272,2023-09-30 19:01:20,7568.72,195,/A/
A321,2023-10-05 15:32:06,6767.8,751,/A/
A177,2024-03-17 22:48:06,2263.43,319,/A/
A258,2023-10-11 01:25:17,1027.98,A302,4210447898
A352,2023-08-08 13:15:10,3379.01,137,/B/
A251,2023-10-21 12:31:25,9961.39,367,/A/
A207,2023-05-30 13:15:59,1649.67,A10,3323098215
A20,2024-02-10 14:34:39,7111.39,384,/C/
A274,2022-07-13 05:07:17,2558.64,638,/A/
A25,2023-11-11 17:28:28,5939.65,A339,1001676184
A79,2022-12-29 03:12:03,4744.49,A106,0461849926
107,2022-08-11 03:19:17,8306.7,523,fries
A145,2023-12-25 00:30:51,6177.36,A59,1739348356
A21,2022-12-18 22:59:04,2954.22,561,/B/
A353,2023-08-29 02:59:25,9103.66,955,/B/
A2,2023-10-23 23:30:06,3306.71,13,/C/
A57,2023-10-27 08:10:31,890.94,A294,7218114374
A26,2024-04-13 18:00:00,2641.99,102,/A/
A149,2022-10-18 19:46:51,8741.53,368,/C/
A379,2023-05-16 16:52:07,3127.76,118,/A/
911,2023-08-13 07:27:45,8512.61,46,rent
679,2023-06-10 10:28:09,8520.14,662,beers
915,2024-06-20 18:27:08,3287.28,448,payback
750,2023-06-13 10:14:40,2683.83,95,bonus
187,2023-03-21 10:41:39,8149.83,116,savings
467,2022-10-15 05:18:23,4003.1,278,savings
A245,2023-08-29 22:04:04,6899.33,819,/B/
816,2022-12-13 08:47:58,6488.82,170,rent
A372,2022-09-24 05:42:09,1325.98,60,/A/
A303,2023-09-26 16:19:13,1038.03,A248,9729659027
A58,2022-10-04 20:49:00,9204.06,908,/B/
A33,2023-07-06 17:23:17,4407.44,267,/C/
721,2024-03-28 00:34:24,3143.07,889,fries
761,2023-04-25 12:44:22,5248.65,590,fries
978,2024-05-11 06:29:45,5650.56,685,bonus
704,2022-10-29 07:59:58,5191.48,717,payback
A339,2022-11-25 22:02:16,953.33,744,/A/
679,2023-01-15 19:24:41,4819.81,692,fries
859,2022-11-24 21:14:13,3849.38,846,payback
627,2023-06-27 18:24:14,8920.73,55,rent
A81,2023-12-05 23:00:26,6434.34,517,/B/
890,2023-04-19 10:51:43,8518.86,169,rent
A165,2022-08-05 15:00:39,7514.55,246,/B/
A26,2023-06-07 16:22:30,9701.48,519,/A/
A194,2022-08-09 00:06:33,5505.41,412,/A/
454,2023-03-30 21:40:51,789.23,820,payback
A256,2023-08-27 06:54:40,4481.54,A229,5170166088
A47,2023-12-13 11:06:01,2.7,810,/C/
652,2024-06-09 05:49:57,9631.75,311,payback
A336,2024-01-12 11:20:22,5623.76,A344,7550375899
A337,2023-09-10 08:34:16,4731.86,A187,7113055488
108,2023-07-28 14:35:06,3739.53,46,beers
A368,2024-04-27 00:54:58,4924.73,760,/C/
A131,2023-01-03 17:13:45,4092.7,A313,3316373516
A325,2022-12-15 20:02:16,465.96,857,/C/
790,2022-09-16 04:48:26,5888.52,913,savings
603,2024-03-04 00:11:05,4574.42,979,payback
A256,2022-08-03 07:48:32,1347.23,4,/C/
A284,2024-05-01 05:32:43,7362.4,957,/B/
A248,2023-11-12 04:05:08,8388.32,946,/C/
A91,2023-02-14 08:00:20,7811.03,708,/C/
A66,2024-03-19 00:49:55,1737.33,106,/B/
A311,2022-06-23 23:43:30,6575.56,903,/B/
393,2023-10-26 07:05:13,5041.6,428,payback
A391,2023-04-08 18:25:35,9159.19,254,/B/
A176,2022-07-08 01:57:20,3979.3,993,/B/
A69,2023-08-16 17:02:34,4529.0,A71,6984858333
A149,2023-10-08 06:17:46,6242.05,703,/B/
A68,2022-11-29 01:16:31,9212.0,727,/C/
182,2024-06-12 00:57:55,9751.82,515,payback
A166,2024-03-07 17:10:26,6943.43,727,/A/
A288,2023-09-08 01:42:19,7607.99,491,/C/
683,2023-04-11 05:44:46,5706.81,727,savings
A274,2022-09-02 17:41:00,6742.76,292,/B/
A268,2023-01-21 17:15:34,8083.24,109,/A/
54,2024-04-15 02:36:19,3809.32,686,rent
A385,2024-02-18 16:33:21,1999.82,804,/A/
699,2022-08-23 21:32:35,9835.34,256,beers
A354,2024-04-21 22:44:04,8393.98,803,/B/
554,2022-08-08 02:09:27,2040.81,33,bonus
A53,2022-10-30 13:00:10,8140.45,A316,8386384066
A351,2024-03-14 21:13:53,4166.25,320,/C/
A381,2023-06-09 00:25:34,538.97,257,/A/
A400,2023-11-25 07:28:39,6206.0,A227,3598933472
A39,2023-06-06 20:00:45,9834.55,191,/A/
122,2023-03-02 09:27:11,7351.06,386,rent
A285,2023-10-05 22:59:55,4285.65,270,/A/
A131,2023-08-09 03:03:04,1610.13,5,/B/
A80,2024-03-16 03:58:02,4663.85,40,/A/
A306,2022-07-20 03:28:37,9286.35,52,/C/
677,2024-01-03 05:08:37,6156.47,308,savings
A282,2023-05-28 08:34:32,7899.29,366,/A/
A163,2023-08-10 18:08:50,7840.53,538,/A/
A267,2023-04-21 22:38:56,9569.92,69,/C/
A279,2023-04-01 11:15:25,1594.55,549,/B/
A114,2024-05-13 22:06:12,920.36,904,/A/
A170,2023-05-04 16:00:43,6633.68,A185,4398780157
A329,2023-10-14 04:38:11,2404.24,628,/C/
40,2023-02-24 10:06:43,2439.03,698,bonus
815,2023-07-05 08:06:19,3814.34,967,rent
553,2022-10-14 00:10:28,3859.37,741,bonus
529,2024-06-05 15:01:15,248.03,841,bonus
520,2023-06-23 05:15:28,5143.58,456,savings
919,2022-11-16 09:55:00,439.47,667,beers
A43,2022-11-03 15:57:36,3203.81,970,/A/
979,2023-06-19 05:58:22,1674.78,791,payback
A321,2023-05-18 17:39:27,5332.53,A34,3361386120
339,2023-04-24 02:58:10,4592.79,38,rent
A92,2022-12-05 01:04:32,733.41,813,/B/
A295,2023-12-28 07:52:55,5581.28,841,/A/
A209,2022-07-21 04:28:44,9109.95,A199,7665061809
763,2024-06-15 17:57:48,633.31,599,rent
A38,2023-02-14 22:17:32,7009.12,366,/C/
A352,2023-12-03 11:41:37,1062.25,A155,9147660728
A383,2024-01-07 12:02:04,2199.44,A201,8424508821
A294,2023-02-23 05:42:01,418.69,A306,6881435368
A95,2023-04-23 10:38:45,1425.41,226,/C/
198,2023-05-11 03:09:48,8347.65,117,beers
A291,2023-05-03 05:20:03,6710.11,872,/A/
A282,2023-11-06 00:21:55,8514.03,A237,8141413975
A344,2023-09-01 10:48:00,3572.03,671,/A/
A318,2023-12-27 08:29:32,1001.35,71,/A/
A231,2023-05-07 09:21:31,3178.54,336,/C/
A356,2022-06-26 21:23:47,6594.56,A300,2995562053
729,2022-09-12 05:50:38,7856.82,757,fries
A185,2022-12-11 20:32:13,4361.8,137,/C/
A246,2022-12-31 03:55:37,7329.99,473,/B/
A157,2023-07-30 22:52:59,3588.06,498,/C/
661,2023-06-19 04:30:39,1089.22,621,rent
879,2023-08-16 23:50:30,8418.09,846,beers
A101,2023-10-13 06:57:45,8913.08,269,/C/
A40,2023-04-14 20:18:42,8863.47,744,/A/
A260,2023-10-08 00:07:45,8921.16,646,/A/
592,2022-11-16 13:21:01,8126.61,414,payback
A19,2023-02-02 13:23:52,2128.39,564,/B/
A277,2022-08-10 20:07:54,5435.15,483,/C/
374,2024-04-25 01:21:49,7752.2,401,beers
A302,2024-03-18 20:36:39,8914.48,750,/B/
513,2022-09-30 23:38:17,1339.68,522,rent
514,2023-06-18 19:47:32,3968.45,10,fries
A315,2024-05-17 14:25:32,2389.57,A351,2827229927
A21,2024-03-15 05:34:12,9391.81,224,/B/
A136,2022-08-23 09:46:05,2318.27,A190,3038567700
A166,2024-02-20 01:38:07,9805.92,105,/C/
A325,2024-01-11 04:32:29,9684.45,849,/B/
A135,2022-09-16 00:42:33,8348.89,A297,8926659184
A115,2023-10-16 11:15:56,3763.91,528,/B/
A177,2023-03-13 04:02:53,3529.63,498,/B/
A4,2023-02-20 15:23:00,8871.83,513,/A/
A118,2022-12-01 07:24:46,4399.55,78,/C/
A109,2022-08-18 19:08:40,6435.13,A77,2259136517
A246,2024-04-27 06:17:39,6752.62,A108,9260302992
A263,2023-12-14 19:49:42,1348.11,A21,9202428699
899,2022-08-28 23:12:41,6376.59,736,fries
A146,2024-05-19 16:37:15,6617.79,969,/A/
A311,2023-12-29 22:49:32,2166.72,A242,7236929298
741,2022-06-26 19:24:53,2645.94,702,bonus
610,2022-09-03 15:07:11,9223.6,604,rent
A198,2023-06-05 00:57:08,2298.91,135,/A/
A268,2022-08-16 03:49:47,166.61,880,/C/
A77,2024-04-16 18:22:15,6843.99,A311,1279908811
133,2024-05-20 21:18:19,4822.93,923,payback
A1,2022-07-01 21:49:56,5393.32,A397,6865086376
823,2024-04-07 22:16:51,3505.83,759,fries
435,2022-09-15 05:09:54,5761.63,137,bonus
238,2023-09-13 15:30:56,4771.94,931,rent
A279,2023-06-01 10:49:31,2833.38,A210,4300981806
A353,2024-06-12 00:45:13,6545.81,823,/B/
A55,2022-08-14 13:40:36,4089.04,158,/B/
A130,2023-10-03 11:30:32,6516.11,267,/C/
A188,2024-03-03 12:21:50,4236.19,A314,4636887258
A130,2022-12-08 01:16:09,5549.56,314,/C/
A362,2022-07-02 18:47:50,3444.22,A204,2137213865
A315,2024-03-01 23:42:10,8008.74,713,/C/
A83,2024-04-26 20:52:27,7068.19,398,/C/
A47,2022-11-19 21:52:47,53.9,843,/A/
A308,2023-09-03 00:09:53,4717.21,445,/A/
A114,2023-02-02 13:06:09,641.74,379,/A/
A371,2022-11-07 23:54:12,6090.68,393,/B/
533,2023-09-19 04:52:12,6140.04,293,fries
A30,2023-08-26 16:53:08,9635.33,A397,2770384309
A358,2022-08-03 02:50:41,5105.97,237,/C/
A19,2023-07-03 02:38:50,1695.66,368,/A/
A81,2023-06-01 10:48:40,6550.54,A45,4656693801
A282,2023-07-24 23:25:49,9191.86,291,/C/
936,2022-11-30 20:35:39,8297.82,596,bonus
A142,2023-11-28 05:10:49,3475.4,A116,9376904268
A38,2023-09-08 16:37:11,1065.54,515,/B/
A60,2023-08-24 08:50:49,3400.32,822,/C/
897,2023-03-25 05:23:52,9567.14,550,payback
A227,2023-06-09 18:20:02,2502.16,A194,9735779071
A196,2022-07-08 23:48:02,2578.94,648,/A/
A118,2023-02-09 04:19:33,6769.45,819,/B/
A181,2022-07-28 21:06:54,4124.85,A265,8043416518
A244,2023-08-09 22:56:59,9314.03,A161,5394237333
211,2023-07-03 15:29:30,8727.55,234,beers
A317,2023-08-01 08:12:48,8349.57,364,/A/
122,2023-03-04 09:18:46,7789.61,942,rent
A340,2022-11-07 18:02:18,6758.45,504,/C/
877,2024-03-04 16:44:29,67.23,554,rent
A191,2024-03-19 00:36:47,8480.26,635,/B/
A295,2023-11-08 18:31:05,4923.91,A141,7284639208
A245,2024-05-12 01:08:38,7992.9,A277,0856271875
A7,2023-09-06 05:16:56,6892.42,690,/A/
A52,2022-10-02 05:58:19,3794.9,A167,5942843479
188,2024-03-15 13:05:19,3431.62,510,savings
A359,2023-02-23 20:06:50,2106.11,A386,5564729293
738,2024-03-21 11:24:41,8142.09,276,beers
A196,2022-06-30 22:20:44,5553.85,200,/A/
A379,2023-10-09 00:18:27,8000.57,A77,7026728857
575,2024-04-04 00:30:13,3001.04,879,payback
101,2024-03-10 08:01:56,478.05,707,beers
A131,2023-08-03 05:13:18,601.3,487,/C/
A382,2023-02-03 13:47:03,963.92,342,/B/
A287,2023-07-19 19:06:12,3610.26,570,/B/
A211,2022-07-23 02:30:21,3442.06,124,/B/
A311,2024-02-13 12:32:44,8673.82,203,/C/
A333,2024-05-25 21:42:54,5759.37,551,/A/
A146,2022-09-20 14:43:31,9793.75,363,/B/
499,2024-04-13 20:17:43,6732.26,793,fries
A41,2023-03-17 11:58:48,4469.85,A196,9472256996
A37,2023-10-02 01:51:00,8489.16,81,/A/
A161,2023-07-02 06:52:28,3436.91,324,/C/
A137,2023-09-15 03:31:22,2914.27,619,/C/
A228,2024-02-11 20:36:24,3955.16,A400,5987622023
963,2024-05-24 20:03:52,6620.56,761,fries
A108,2023-04-09 19:56:48,7497.65,170,/B/
A33,2022-10-26 11:47:19,1030.99,959,/B/
A14,2024-04-29 23:45:41,5484.79,789,/B/
85,2023-11-24 14:28:45,5240.3,106,bonus
A44,2023-12-15 00:01:58,6181.4,A336,6433472282
A340,2023-02-20 06:25:16,286.68,A183,5778487282
A234,2023-12-06 14:06:44,5908.72,646,/C/
A289,2023-03-23 10:32:38,6358.88,445,/C/
A274,2023-03-10 22:57:09,6398.23,A159,5783174564
A6,2023-11-25 11:52:53,1558.02,0,/C/
868,2022-09-05 05:58:47,8153.98,139,bonus
A274,2023-08-09 00:57:37,2868.34,8,/C/
A387,2023-07-19 08:27:32,9220.96,488,/B/
A221,2023-11-13 17:02:28,92.32,817,/B/
A4,2024-05-31 04:40:13,5970.44,561,/B/
A288,2023-04-27 01:17:49,1886.52,A224,6326634163
A314,2023-06-21 14:16:36,5166.58,A356,4484631224
A234,2023-06-18 20:15:18,1104.45,632,/B/
637,2024-06-11 02:09:09,2722.07,503,beers
A78,2023-06-29 16:17:39,3207.12,A26,8021442703
A8,2023-08-17 23:24:09,902.88,A253,3564757051
974,2024-04-12 18:47:55,8435.62,149,rent
A201,2023-08-09 18:54:22,2665.77,A37,8723460136
A227,2024-02-27 20:37:45,7712.48,A127,0371837645
A373,2024-04-30 23:01:06,1586.96,43,/C/
A267,2023-05-02 22:10:25,9374.27,125,/B/
A153,2023-03-13 01:51:11,4812.81,203,/B/
884,2023-05-21 01:05:20,8875.31,682,beers
A121,2023-05-11 00:20:10,9732.77,648,/B/
A86,2023-08-21 03:37:30,3245.81,A142,9163009792
91,2023-08-28 01:31:12,3714.62,254,beers
A352,2024-05-13 01:53:29,4999.69,633,/B/
A389,2022-09-11 12:24:50,9308.56,640,/A/
A331,2022-08-09 10:34:34,598.69,157,/C/
A55,2024-05-07 08:37:56,5364.0,A65,7358573065
A129,2024-06-10 01:32:59,7244.27,920,/A/
A225,2023-04-24 21:08:54,4853.54,572,/B/
A251,2023-09-05 02:28:30,5427.8,194,/C/
A179,2023-06-29 01:49:21,1867.08,331,/C/
888,2022-07-15 03:51:24,4684.48,851,payback
A284,2023-04-22 11:02:03,9144.83,164,/A/
460,2022-12-26 14:24:17,5311.84,302,bonus
464,2023-07-09 03:46:24,5416.52,0,fries
A376,2024-02-29 04:32:07,5060.07,189,/A/
A187,2024-02-11 03:42:20,6197.73,794,/C/
A370,2023-10-09 17:16:52,2388.63,A33,8638782945
A165,2023-04-21 09:43:11,4098.64,113,/A/
A35,2023-01-22 23:18:54,5232.48,44,/A/
A17,2023-04-16 21:46:16,1787.21,206,/A/
101,2023-11-14 12:25:42,4854.22,32,payback
A199,2023-11-03 06:35:12,6417.87,673,/B/
718,2023-10-18 21:26:07,5258.69,604,bonus
A114,2023-05-26 15:27:14,491.81,A311,1037170586
813,2023-04-03 05:45:13,8220.44,725,rent
A137,2023-10-21 01:41:21,8236.61,541,/A/
854,2022-10-25 00:18:17,7343.27,311,rent
A266,2024-04-04 21:36:49,9446.09,A50,1386338392
A286,2024-01-01 23:42:09,5584.68,425,/C/
A327,2023-01-25 02:39:48,1056.04,590,/B/
719,2023-04-09 12:09:50,6745.25,681,savings
A86,2023-08-23 11:55:32,8828.36,811,/A/
516,2022-12-19 22:07:26,5500.1,345,fries
A308,2022-10-28 04:15:35,1582.61,A227,5585566593
219,2024-03-07 00:55:52,5631.88,384,payback
260,2022-06-23 18:48:04,9261.54,368,savings
406,2023-01-14 06:50:38,4475.55,0,fries
A146,2022-11-26 12:31:11,347.59,610,/A/
A155,2023-05-25 02:55:15,5176.58,6,/B/
219,2023-09-07 11:58:36,9843.96,876,bonus
A354,2023-03-20 06:16:12,217.99,A142,8889921075
A136,2023-06-13 12:31:40,1561.91,375,/C/
A132,2024-03-26 22:42:42,2499.32,830,/B/
A205,2024-03-20 18:11:03,919.96,582,/A/
A371,2023-05-29 05:55:28,7342.93,332,/B/
A354,2024-02-29 06:34:37,1729.85,719,/C/
97,2023-05-14 03:11:12,8195.33,609,fries
748,2022-09-11 10:03:24,3004.63,827,payback
A400,2023-01-16 21:02:55,3816.08,A29,5566139060
A22,2024-02-17 06:41:31,3048.53,A164,8925832067
A295,2023-04-19 08:02:25,7528.65,516,/A/
A149,2023-12-24 22:00:00,2221.63,805,/B/
A173,2022-12-03 21:28:46,1480.98,84,/B/
A26,2022-11-19 19:58:38,5714.83,561,/B/
408,2023-11-03 03:14:53,2626.32,513,savings
133,2022-11-26 01:13:19,7738.48,780,beers
A102,2023-04-05 01:47:59,4809.74,499,/B/
A101,2024-04-02 01:23:19,6522.83,574,/C/
536,2023-05-09 01:52:21,9970.79,252,beers
795,2024-04-01 09:49:59,717.37,440,bonus
589,2024-06-02 21:47:58,6847.69,91,rent
A217,2023-06-13 10:56:09,6717.8,374,/B/
352,2023-08-06 17:32:28,1905.71,608,fries
312,2022-10-14 00:51:44,243.04,173,bonus
A227,2024-04-17 04:38:55,6162.59,A320,2703352110
635,2023-04-12 22:20:44,2431.24,948,beers
A148,2022-11-18 06:32:50,8687.65,14,/B/
113,2023-10-14 16:38:09,6938.26,312,savings
339,2023-02-28 02:58:08,4712.43,214,fries
208,2023-08-11 02:58:40,5380.52,559,payback
A281,2022-09-07 12:48:13,7503.8,494,/C/
A73,2023-05-24 16:05:05,7299.51,A356,0698042043
A317,2023-11-16 08:49:59,7892.1,A139,0701645104
A333,2022-12-14 13:36:32,8674.24,395,/A/
A261,2023-09-11 18:33:28,9797.95,1000,/C/
323,2022-06-28 18:58:14,996.94,496,payback
A96,2023-06-14 05:32:12,5316.07,203,/C/
A288,2023-10-23 07:32:54,9667.95,A365,0038457620
360,2022-11-22 01:16:53,3468.45,363,fries
513,2022-11-02 23:10:06,3023.96,282,rent
899,2022-11-15 08:28:32,6258.3,396,rent
971,2023-08-02 15:32:46,9441.42,286,beers
918,2022-06-25 21:54:20,1517.93,402,fries
A374,2022-10-31 13:41:52,1373.47,391,/C/
A314,2023-07-23 23:27:19,9606.1,893,/C/
A214,2022-12-27 14:59:06,6865.55,A124,9264957823
A298,2022-11-01 10:48:22,6525.07,A278,3248262925
A273,2023-01-26 07:11:04,679.07,971,/C/
A163,2022-08-17 14:28:02,1184.75,859,/A/
A392,2022-08-23 16:52:01,7271.07,326,/B/
A156,2023-04-18 11:35:29,9612.0,453,/C/
A327,2023-02-14 09:42:00,9337.75,955,/C/
A399,2023-07-08 03:07:26,2738.69,192,/A/
A14,2024-01-15 13:29:52,1316.33,780,/C/
A311,2024-06-20 10:16:43,6169.85,580,/C/
A119,2024-03-02 20:46:56,2309.88,236,/C/
A41,2022-10-24 02:53:39,261.82,704,/B/
A310,2023-12-10 17:32:39,1341.73,A241,5267722330
A8,2022-12-28 04:32:24,4086.48,A139,6333127975
908,2023-01-03 08:02:53,8667.88,252,savings
A22,2022-08-08 15:38:29,4049.26,A312,6569998808
A234,2023-09-21 05:06:37,1094.05,846,/A/
A126,2023-04-22 12:12:59,8777.92,A266,8608680347
A156,2022-09-05 20:25:23,3981.0,A397,4726490827
A232,2023-05-21 09:37:10,8299.11,92,/C/
184,2023-02-11 16:23:41,5007.08,797,payback
A357,2022-08-22 20:11:56,9378.49,559,/A/
A166,2023-08-09 23:17:20,3931.27,461,/A/
A303,2024-01-15 01:17:18,1789.61,918,/C/
A233,2023-06-09 07:41:35,8958.05,92,/B/
664,2023-06-05 04:25:57,3241.42,928,fries
A368,2023-12-20 15:07:08,7965.07,A376,1117518689
A194,2023-08-29 03:16:32,9497.59,A282,6025922220
A159,2024-06-12 17:12:02,4196.4,747,/B/
185,2023-05-17 17:11:39,2888.52,120,beers
A2,2024-02-27 00:31:29,9604.38,637,/B/
509,2023-12-30 09:31:31,123.07,875,savings
A3,2022-11-26 06:54:52,5435.47,A312,7339776719
250,2023-07-22 22:44:47,6001.42,903,payback
A322,2024-04-16 10:37:08,2781.85,570,/A/
A76,2023-05-12 15:15:21,490.14,56,/C/
A75,2024-02-03 12:10:40,3490.85,874,/A/
A309,2024-02-12 01:05:43,6670.3,305,/B/
A26,2023-09-26 22:54:48,9203.93,A56,6224999827
368,2024-02-17 20:01:03,7493.6,953,rent
306,2024-01-03 09:55:26,932.17,330,bonus
839,2022-10-13 01:55:53,8975.4,69,savings
A34,2023-10-21 13:10:47,8433.25,A150,7214586833
A56,2022-07-17 00:09:52,6120.93,A293,8179469548
A320,2023-12-14 07:13:41,5751.85,362,/A/
A255,2023-09-20 12:27:09,6143.29,532,/C/
A253,2022-09-23 07:12:38,6318.94,827,/A/
238,2023-04-16 16:10:16,8836.75,725,bonus
A1,2022-10-09 23:12:45,9792.6,A61,0713966055
A327,2023-03-16 04:27:30,5604.59,217,/A/
A354,2024-03-11 10:26:50,6406.54,288,/B/
A158,2024-04-02 18:23:07,7902.16,307,/C/
785,2023-07-22 19:25:44,5500.39,6,rent
349,2023-10-14 04:13:18,6858.67,405,fries
A15,2022-12-30 07:02:50,5689.65,852,/A/
853,2023-10-20 16:20:12,1940.96,346,fries
A243,2024-04-24 23:23:05,4791.6,816,/A/
493,2023-01-06 15:10:40,6456.88,159,fries
A275,2022-07-21 05:36:28,4606.72,917,/B/
A212,2022-12-07 14:19:11,4625.24,950,/C/
A267,2024-05-14 03:36:59,561.17,306,/C/
A162,2023-04-13 15:25:41,7249.92,568,/C/
A296,2023-02-12 00:05:00,188.17,701,/B/
A182,2024-06-01 00:37:13,7995.55,67,/A/
A16,2022-12-07 12:41:20,2805.32,347,/B/
A85,2024-04-12 18:20:45,6265.48,584,/C/
A305,2023-09-10 00:16:51,3896.27,A60,4504617357
A155,2023-06-20 11:11:19,8294.75,221,/C/
114,2023-01-11 13:36:18,3023.88,383,rent
935,2023-12-09 19:24:47,7778.13,94,savings
A248,2024-04-18 14:51:02,5060.44,926,/C/
A175,2022-10-12 01:32:27,1541.62,945,/B/
536,2024-03-16 11:42:18,7324.68,317,bonus
A51,2022-10-21 10:56:01,1433.81,841,/C/
A68,2024-01-07 08:33:31,6767.5,210,/C/
A199,2023-11-11 18:34:51,366.49,730,/C/
A160,2023-11-04 23:45:42,1159.24,A23,9157018409
654,2023-11-18 15:51:27,7585.18,913,beers
197,2023-06-14 07:22:07,3209.48,293,bonus
A396,2023-05-03 14:29:32,5323.23,451,/C/
A77,2023-07-15 13:25:27,1177.39,161,/B/
A319,2022-07-09 13:51:31,1145.49,573,/C/
A278,2022-10-09 10:20:57,1024.65,358,/C/
144,2022-08-24 21:52:32,3185.53,965,fries
A294,2022-07-20 06:59:36,8040.22,A126,2149587020
A346,2023-01-12 16:13:13,4707.89,A26,1601662997
A160,2024-01-14 02:58:39,6163.54,340,/A/
A344,2023-05-02 08:39:08,7129.27,828,/C/
A387,2024-01-25 17:26:26,786.38,782,/B/
A48,2022-11-30 12:34:48,5678.33,832,/C/
466,2023-02-15 09:00:53,4683.29,317,fries
A393,2022-12-11 11:53:47,6444.54,A239,7332945625
903,2023-03-17 00:37:03,7888.0,332,savings
A34,2022-12-15 14:14:04,4875.58,A244,1577245992
A208,2023-09-24 01:04:03,5079.99,837,/C/
333,2024-01-05 17:17:44,7967.78,569,fries
A155,2023-11-08 01:53:04,710.17,545,/B/
A212,2023-02-02 13:59:36,4008.76,A123,9382761539
A223,2023-01-05 08:45:35,4312.05,580,/B/
A121,2022-11-22 14:56:02,5445.72,A89,1971997581
A91,2022-08-16 16:03:06,8220.41,315,/B/
A56,2023-10-13 02:36:54,697.01,701,/C/
A195,2024-01-04 01:43:42,7713.66,A168,7013290227
399,2022-06-28 05:25:48,5313.03,630,payback
A106,2023-02-27 06:39:54,4472.15,697,/B/
813,2023-09-08 22:00:41,2998.05,935,fries
A223,2023-06-09 05:54:01,3046.2,A368,5190986240
A282,2023-01-06 19:02:14,3692.86,A28,0851403696
728,2023-07-27 06:00:17,6252.52,391,savings
A280,2023-08-15 03:46:33,3816.27,216,/C/
A72,2023-09-16 09:43:20,1734.93,A97,8656242201
147,2023-01-28 06:10:39,6484.24,738,savings
A70,2023-04-04 04:12:01,6579.61,86,/A/
A213,2024-04-19 12:25:30,6422.79,A234,9692786876
190,2024-01-18 21:42:41,3553.72,434,payback
A256,2023-08-23 20:22:15,75.29,867,/C/
A257,2023-05-14 10:08:11,2368.26,275,/B/
A296,2023-01-28 12:54:38,9265.72,A188,0097519712
A270,2022-10-07 16:26:32,7302.12,A385,4781891371
A277,2022-07-09 17:47:04,6841.06,A297,4905807787
A170,2023-06-28 03:15:39,5740.08,431,/B/
A151,2023-09-21 10:42:11,9605.85,A149,2094940792
A337,2023-08-26 20:27:57,5729.03,A150,9047128144
A144,2022-07-21 09:20:26,1326.26,281,/B/
A58,2023-09-16 19:59:50,143.02,A310,2927524372
882,2024-01-22 12:11:43,7993.92,33,bonus
A75,2022-08-29 16:20:17,9840.73,609,/A/
770,2023-10-23 13:18:24,8376.3,422,savings
450,2022-06-27 15:23:26,2380.24,743,fries
591,2022-07-22 09:15:54,1673.67,751,bonus
A136,2022-09-27 15:07:43,544.2,773,/A/
A238,2023-03-01 00:13:05,526.18,408,/B/
A383,2022-07-14 17:16:16,3014.37,971,/C/
